#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-28T14:34:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
# https://vizier.u-strasbg.fr/viz-bin/VizieR-4
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ615326603ea099	
#INFO	-out.max=99999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=99999
#-order=I
#-nav=cat:IV/22&tab:{IV/22/index}&key:source=IV/22/index&HTTPPRM:&&-ref=VIZ615326603ea099&-out.max=99999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=IV/22/index&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=FK5&-out=RAJ2000&-out=pmRA&-out=DEJ2000&-out=pmDE&-out=Vmag&-out=Sp&-out=DM&-out=SAO&-out=HD&-out=name&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=IV/22/index
#-source=IV/22/index
#-out=FK5
#-out=RAJ2000
#-out=pmRA
#-out=DEJ2000
#-out=pmDE
#-out=Vmag
#-out=Sp
#-out=DM
#-out=SAO
#-out=HD
#-out=name
#

#RESOURCE=yCat_4022
#Name: IV/22
#Title: FK5 - SAO - HD - Common Name Cross Index (Smith 1996)
#Table	IV_22_index:
#Name: IV/22/index
#Title: The catalog
#Column	FK5	(I4)	The FK5 number (Cat. I/149, I/175) (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right Ascension hours (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	pmRA	(F7.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmDE	(F7.2)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	Vmag	(F5.2)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	Sp	(A2)	Spectral type	[ucd=src.spType]
#Column	DM	(a10)	Durchmusterung Identification (1)	[ucd=meta.id]
#Column	SAO	(I6)	? SAO number (Cat. I/131) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HD	(I6)	? HD number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	name	(a20)	Common name or variable name	[ucd=meta.id]
FK5|RAJ2000|pmRA|DEJ2000|pmDE|Vmag|Sp|DM|SAO|HD|name
 660|17 42 29.276| -0.048|-39 01 48.09|  -2.66| 2.41|B2|CD-3812137|209163|160578|
1463|17 43 25.803| -0.681|-21 40 59.51|  -4.27| 4.87|F5|SD-21 4712|185660|160915|
 665|17 43 28.358| -0.267|+04 34 02.26|  15.95| 2.77|K0|BD+04 3489|122671|161096|CEBALRAI
 662|17 44 08.704| -0.150|-51 50 02.68| -19.35| 5.15|G5|CD-5111094|244981|160691|
 661|17 45 43.966| -0.218|-64 43 25.77|  -5.43| 3.62|K0|CP-64 3662|254020|160635|
 667|17 46 27.517| -2.339|+27 43 14.35| -75.12| 3.42|G5|BD+27 2888| 85397|161797|
1464|17 47 33.638| -0.007|-27 49 50.93|  -0.95| 4.20|F5|CD-2711930|185755|161592|
 666|17 47 35.085| -0.001|-40 07 37.36|  -0.81| 3.03|F5|CD-4011838|228420|161471|
 668|17 47 53.564| -0.146|+02 42 26.19|  -7.39| 3.75|A0|BD+02 3403|122754|161868|
1465|17 48 24.769|  0.187|+20 33 55.65|   0.79| 5.69|K0|BD+20 3570| 85429|162076|
 675|17 49 27.007|  1.084|+76 57 46.27|  24.78| 5.04|F5|BD+76  667|  8939|163989|
 669|17 49 51.497|  0.406|-37 02 35.85|   3.28| 3.21|K2|CD-3711907|209318|161892|G SCO
1466|17 50 09.254| -0.171|+09 50 53.71|  -4.13| 6.75|K5|BD+09 3485|122806|162319|
 671|17 53 31.725|  1.144|+56 52 21.56|   7.97| 3.75|K0|BD+56 2033| 30631|163588|GRUMIUM
1467|17 54 57.686| -0.335|-07 44 02.12|  -5.29| 6.93|G5|SD-07 4523|141956|163153|
1468|17 55 25.191|  0.033|+26 03 00.00|   0.61| 5.46|F5|BD+26 3120| 85545|163506|
 672|17 56 15.185|  0.036|+37 15 01.90|   0.64| 3.86|K0|BD+37 2982| 66485|163770|
 676|17 56 36.367| -0.081|+51 29 20.21|  -1.94| 2.23|K5|BD+51 2282| 30653|164058|ELTANIN
 674|17 57 45.895|  0.642|+29 14 52.46|  -1.69| 3.70|K0|BD+29 3156| 85590|163993|
 673|17 59 01.598| -0.044|-09 46 25.10| -11.58| 3.34|K0|SD-09 4632|142004|163917|
1469|18 00 03.417| -0.049|+16 45 03.28|  -1.03| 4.67|K0|BD+16 3335|103285|164349|
 677|18 00 38.719|  0.014|+02 55 53.60|  -0.84| 3.97|B5|BD+02 3458|123013|164353|
1470|18 01 23.132|  0.019|-17 09 24.77|  -0.49| 6.28|K2|BD-17 4987|160998|164358|
 679|18 05 48.491| -0.412|-30 25 26.69| -18.52| 2.99|K0|CD-3015215|209696|165135|ALNASL
1471|18 06 37.864| -0.105|-50 05 29.57|  -1.41| 3.66|B1|CD-5010720|245242|165024|
 680|18 07 20.988| -0.407|+09 33 49.87|   7.99| 3.73|A3|BD+09 3564|123142|165777|
 681|18 07 32.555|  0.009|+28 45 45.01|   0.95| 3.83|A0|BD+28 2925| 85750|166014|
1472|18 09 43.385|  0.109|-13 56 04.01|  -0.31| 6.39|K0|BD-13 4863|161125|166103|
1473|18 11 13.766| -0.161|-45 57 15.82|  -3.70| 4.53|K0|CD-4512251|228777|166063|
 678|18 11 15.727|  0.286|-75 53 29.36| -29.55| 5.86|K5|CP-75 1410|257569|164712|
 682|18 13 45.812|  0.012|-21 03 31.79|   0.13| 3.86|B8|SD-21 4908|186497|166937|
 685|18 13 53.802|  5.377|+64 23 50.19|   3.52| 5.03|F5|BD+64 1252| 17828|168151|
 684|18 15 38.791|  0.007|+42 09 33.62|   0.03| 5.59|B5|BD+42 3035| 47342|167965|
1474|18 17 07.521| -0.073|-56 01 24.09|  -1.28| 5.33|B5|CP-56 8706|245369|167128|
1475|18 17 24.170|  0.059|-09 45 31.04|  -5.57| 6.31|A5|SD-09 4678|142192|167833|
 683|18 17 37.641| -1.066|-36 45 42.15| -16.69| 3.11|M3|CD-3612433|209957|167618|
1477|18 19 51.711| -0.125|+36 03 52.45|   4.28| 4.33|K0|BD+36 3094| 66869|168775|
1476|18 20 52.067|  0.001|+03 22 37.71|   1.05| 4.86|G5|BD+03 3680|123377|168656|
 687|18 20 59.655|  0.271|-29 49 41.33|  -2.80| 2.70|K0|CD-2914834|186681|168454|KAUS MEDIA
 695|18 21 03.381| 11.941|+72 43 58.33| -34.95| 3.57|F8|BD+72  839|  9087|170153|
 688|18 21 18.601| -3.651|-02 53 55.74| -70.03| 3.26|K0|SD-02 4599|142241|168723|
 686|18 23 13.606|  0.018|-61 29 38.09|   0.30| 4.36|K2|CP-61 6140|254226|168339|
 690|18 23 41.889|  1.407|+21 46 11.08| -24.22| 3.84|K0|BD+21 3411| 86003|169414|
1646|18 24 09.175|  0.829|+83 10 31.21|  -2.65| 6.17|A2|BD+83  536|  3056|172864|
 689|18 24 10.327| -0.309|-34 23 04.73| -12.41| 1.85|A0|CD-3412784|210091|169022|KAUS AUSTRALIS
1478|18 25 38.802| -0.013|+08 01 55.20|  -0.57| 5.65|G0|BD+07 3682|123462|169689|
1479|18 25 58.795|  0.201|+29 49 44.20|  -2.23| 5.83|A2|BD+29 3259| 86043|169981|
 691|18 26 58.421| -0.155|-45 58 06.42|  -5.41| 3.51|B3|CD-4612379|229023|169467|
 692|18 27 58.246| -0.324|-25 25 18.15| -18.52| 2.81|K0|CD-2513149|186841|169916|KAUS BOREALIS
 696|18 29 11.857|  0.020|-14 33 56.92|  -0.22| 4.70|A3|BD-14 5071|161520|170296|
1480|18 29 40.986|  0.216|-01 59 07.11|  -3.31| 5.39|K0|SD-02 4641|142348|170474|
 700|18 29 44.932| -0.026|+77 32 49.42|   0.09| 5.64|K0|BD+77  699|  9151|172340|
1481|18 31 04.446| -0.222|+16 55 42.74|  -2.13| 5.78|A0|BD+16 3529|103800|170878|
 697|18 33 30.179|  0.281|-42 18 45.09|  -2.22| 4.64|G5|CD-4213378|229111|170845|
1483|18 33 47.672|  0.032|+46 13 09.02|   1.46| 6.74|A0|BD+46 2508| 47600|171654|
1482|18 35 12.436| -0.102|-08 14 38.63| -31.21| 3.85|K0|SD-08 4638|142408|171443|
 701|18 36 13.250|  0.299|+65 29 19.28|   8.26| 6.06|A3|BD+65 1283| 17947|172569|
1484|18 36 27.836| -0.011|+09 07 21.05| -12.91| 5.39|F2|BD+09 3783|123690|171802|
 699|18 36 56.332|  1.726|+38 47 01.17|  28.61| 0.03|A0|BD+38 3238| 67174|172167|VEGA
1485|18 37 54.437|  0.002|-21 23 51.87|  -6.70| 5.94|A5|SD-21 5076|187071|171856|
1486|18 42 16.432|  0.063|-09 03 09.20|   0.18| 4.72|F0|SD-09 4796|142515|172748|
 698|18 43 02.092| -0.095|-71 25 41.23| -15.60| 4.01|K0|CP-71 2353|257620|171759|
 702|18 43 31.259|  0.148|-08 16 30.81|   0.80| 4.90|G5|SD-08 4686|142546|173009|
1487|18 45 39.389|  0.398|-26 59 26.82|   0.04| 3.17|B8|CD-2713170|187239|173300|
 703|18 45 39.725| -0.057|+20 32 46.72| -33.48| 4.19|F5|BD+20 3926| 86406|173667|
1488|18 46 04.481|  0.132|+26 39 43.62|   2.39| 4.83|K0|BD+26 3349| 86418|173780|
1494|18 46 22.190| -0.409|+75 26 02.29|   7.32| 5.35|A0|BD+75  682|  9250|175286|
1492|18 46 43.077|  0.114|+52 59 16.81|  -0.15| 5.88|B5|BD+52 2280| 31165|174237|
1491|18 47 01.266|  0.510|+18 10 53.39|  11.62| 4.36|A3|BD+18 3823|104093|173880|
1489|18 47 10.480| -0.029|-04 44 52.36|  -1.64| 4.22|G0|SD-04 4582|142618|173764|
1490|18 48 50.492|  0.228|-43 40 48.25|  -1.92| 5.49|A2|CD-4312841|229299|173715|
 705|18 50 04.800|  0.026|+33 21 45.65|  -0.30| 3.30|B8|BD+00    0| 67451|174638|SHELIAK
1493|18 50 50.485| -0.136|-22 09 43.83|  -3.31| 6.29|F0|SD-22 4881|187342|174309|
 707|18 51 12.083|  1.040|+59 23 18.13|   2.66| 4.66|K0|BD+59 1925| 31219|175306|
 704|18 52 13.008| -0.081|-62 11 15.36|  -1.43| 3.40|B2|CP-62 5983|254393|173948|
 714|18 54 23.851|  1.021|+71 17 49.92|   4.39| 4.82|K0|BD+71  915|  9283|176524|
 922|18 54 46.934| -6.276|-87 36 21.21| -13.88| 5.28|K0|CP-87  274|258799|164461|
 706|18 55 15.924|  0.099|-26 17 48.23|  -5.42| 2.02|B3|CD-2613595|187448|175191|NUNKI
 711|18 55 20.111|  0.214|+43 56 45.99|   8.25| 3.90|M3|BD+43 3117| 47919|175865|R LYRAE
1495|18 55 31.012| -0.172|-16 22 35.98| -18.45| 5.58|F5|BD-16 5078|161984|175317|
 709|18 56 13.190|  0.325|+04 12 12.91|   3.09| 4.62|A5|BD+04 3916|124068|175638|ALYA
 710|18 57 43.797|  0.235|-21 06 23.97|  -1.16| 3.51|K0|SD-21 5201|187504|175775|
 708|18 58 27.748|  0.112|-52 56 19.14|  -1.07| 4.87|B9|CP-53 9402|245834|175510|
 713|18 58 56.621| -0.016|+32 41 22.42|   0.23| 3.24|A0|BD+32 3286| 67663|176437|SULAFAT
 712|18 59 37.362| -0.349|+15 04 05.80|  -7.34| 4.02|K0|BD+14 3736|104318|176411|
 716|19 05 24.611| -0.035|+13 51 48.43|  -9.60| 2.99|A0|BD+13 3899|104461|177724|
 717|19 06 14.941| -0.115|-04 52 57.14|  -8.99| 3.44|B9|SD-05 4876|143021|177756|
1497|19 06 35.127|  0.037|-01 20 46.08|  -1.06| 6.77|B8|BD-01 3649|143029|177880|
1498|19 06 37.735|  0.576|+28 37 42.95|   8.54| 5.51|A5|BD+28 3193| 86819|178233|
1496|19 06 56.415| -0.401|-27 40 13.57| -25.05| 3.32|K0|CD-2713564|187683|177716|
 719|19 07 18.127|  0.006|+36 06 00.61|  -0.36| 5.28|B5|BD+35 3485| 67834|178475|
 718|19 09 28.336|  0.712|-37 54 16.22|  -9.81| 4.11|A2|CD-3813350|210990|178253|
 720|19 09 45.836| -0.001|-21 01 25.06|  -3.54| 2.89|F2|SD-21 5275|187756|178524|
 723|19 12 33.285|  1.649|+67 39 41.57|   9.26| 3.07|K0|BD+67 1129| 18222|180711|ALTAIS
1500|19 12 40.717|  0.109|-07 56 22.30|  -0.61| 5.34|B3|SD-08 4887|143134|179406|
 729|19 15 33.004| -3.256|+73 21 19.65|  10.69| 4.45|K0|BD+73  857|  9366|181984|
 724|19 16 22.094| -0.009|+38 08 01.46|   0.36| 4.36|K0|BD+37 3398| 68065|180809|
1499|19 16 22.294| -0.105|-75 48 00.32|  -1.77| 6.62|A2|CP-76 1319|257671|178274|
 726|19 17 06.154|  0.659|+53 22 06.54|  12.48| 3.77|K0|BD+53 2216| 31537|181276|
 722|19 17 38.079| -0.085|-18 57 10.72|  -1.41| 4.90|K0|BD-19 5379|162413|180540|
 725|19 17 49.003|  0.019|+11 35 43.49|   1.34| 5.28|A5|BD+11 3790|104691|180868|
1501|19 19 39.996|  0.060|-35 25 17.34|  -1.32| 5.59|B5|CD-3513393|211175|180885|
 734|19 21 40.170|  0.483|+79 36 09.88|  -3.40| 6.05|A2|BD+79  628|  9414|184102|
 727|19 21 43.626|  0.013|-15 57 18.09|  -0.61| 4.61|B8|BD-16 5283|162518|181615|
1502|19 22 38.296|  0.086|-44 27 32.29|  -1.96| 4.01|B8|CD-4413277|229646|181454|ARKAB
 728|19 23 53.168|  0.265|-40 36 57.58| -12.31| 3.97|B8|CD-4013245|229659|181869|RUKBAT
1503|19 24 58.203|  4.919|+11 56 39.83|  64.29| 5.16|G5|BD+11 3833|104807|182572|
 730|19 25 29.904|  1.715|+03 06 53.17|   8.22| 3.36|F0|BD+02 3879|124603|182640|
1507|19 25 46.739| -0.045|+58 01 38.46|   0.76| 6.60|B8|BD+57 1999| 31652|183339|
1506|19 25 56.618| -0.360|+44 55 50.74|  -8.00| 6.64|G5|BD+44 3133| 48433|183124|
1505|19 26 28.678| -0.008|+19 53 29.39|  -4.63| 5.81|K5|BD+19 4015|104839|182955|
 731|19 26 56.484|  0.141|-29 44 35.54|  -4.81| 5.66|B9|CD-2916140|188127|182681|
1504|19 27 48.113| -0.073|-54 19 30.96|   0.88| 5.69|K2|CP-54 9371|246110|182509|
1508|19 28 42.333| -0.920|+24 39 53.66| -10.60| 4.44|M0|BD+24 3759| 87261|183439|
 733|19 29 42.349|  0.219|+51 43 47.26|  12.98| 3.79|A2|BD+51 2605| 31702|184006|
1509|19 30 39.839|  0.152|-02 47 19.96|  -0.96| 5.03|M0|SD-03 4612|143482|183630|
 732|19 30 43.301|  0.015|+27 57 34.83|  -0.17| 3.08|K0|BD+27 3410| 87301|183912|ALBIREO
1510|19 31 46.317|  0.008|+34 27 10.73|  -0.27| 4.74|B3|BD+34 3590| 68447|184171|
1511|19 34 05.363|  1.454|+07 22 44.17| -15.68| 4.45|K0|BD+07 4132|124799|184406|
 735|19 35 12.984| -0.094|-48 05 57.24|  -3.84| 4.90|K0|CD-4813161|229751|184127|
 738|19 36 26.496| -0.182|+50 13 15.80|  25.74| 4.48|F5|BD+49 3062| 31815|185395|
 736|19 36 42.433|  0.510|-24 53 00.95|  -2.08| 4.60|B9|CD-2514184|188337|184707|
 737|19 36 53.456|  0.018|-07 01 38.98|  -0.36| 4.95|B0|SD-07 5006|143600|184915|
1512|19 40 43.389|  0.493|-16 17 35.66|  -4.80| 5.30|K0|BD-16 5399|162883|185644|
1513|19 41 02.943|  0.068|+17 28 33.74|  -3.16| 4.37|K0|BD+17 4048|105133|185958|
1514|19 42 31.135|  0.471|-16 07 26.43|  -0.90| 5.06|F0|BD-16 5413|162915|186005|
1515|19 43 42.927|  0.088|+25 46 18.94|   1.88| 5.49|G5|BD+25 3933| 87633|186486|
 740|19 44 16.608|  0.626|+37 21 15.64|   3.53| 4.89|K0|BD+37 3586| 68778|186675|
1516|19 46 01.221|  0.041|-31 54 30.94|  -1.70| 5.52|B8|CD-3215443|211541|186500|
 741|19 46 15.585|  0.119|+10 36 47.77|  -0.18| 2.72|K2|BD+10 4043|105223|186791|TARAZED
1517|19 46 21.739| -0.913|-19 45 40.01|  -8.87| 4.88|K0|SD-20 5698|162964|186648|
 743|19 47 23.270|  0.048|+18 32 03.34|   0.83| 3.82|M0|BD+18 4240|105259|187076|
 739|19 48 01.180|  1.058|-56 21 45.42| -13.69| 5.35|A5|CP-56 9290|246271|186543|
 744|19 50 46.794| -0.202|-10 45 48.62|   3.32| 5.39|F0|BD-11 5149|163036|187532|
 745|19 50 47.002|  3.629|+08 52 06.03|  38.63| 0.77|A5|BD+08 4236|125122|187642|ALTAIR
 746|19 52 28.374|  0.072|+01 00 20.37|  -0.71| 3.50|G0|BD+00 4337|125159|187929|
1519|19 53 18.742|  0.158|-03 06 52.08|   1.46| 5.65|F0|SD-03 4742|143883|188041|
1518|19 54 40.437| -0.110|-61 10 14.81|   1.09| 6.24|A3|CP-61 6426|254683|187653|
1520|19 55 15.691|  0.150|-41 52 06.05|   5.56| 4.13|K0|CD-4214549|229927|188114|
 749|19 55 18.799|  0.324|+06 24 24.29| -48.19| 3.71|K0|BD+06 4357|125235|188512|ALSHAIN
1667|19 56 01.516|  0.403|-81 20 59.45|  -0.11| 6.39|K0|CP-81  868|258844|186154|
1521|19 56 18.376| -0.257|+35 05 00.34|  -2.74| 3.89|K0|BD+34 3798| 69116|188947|
1522|19 57 57.031|  0.117|-15 29 29.43| -10.05| 5.02|A0|BD-15 5516|163141|188899|
 752|19 58 45.428|  0.465|+19 29 31.79|   2.37| 3.47|K5|BD+19 4229|105500|189319|
1647|19 59 19.927| -0.451|+84 40 07.06|  -4.34| 6.83|A2|BD+84  451|  3332|193214|
 751|19 59 44.180|  0.053|-35 16 34.74|  -2.60| 4.37|B3|CD-3513831|211716|189103|
 748|20 00 35.499|  1.688|-72 54 37.82| -13.19| 3.96|A0|CP-73 2086|257757|188228|
1523|20 01 06.050|  0.441|+27 45 12.92|   0.49| 4.64|A5|BD+27 3587| 88071|189849|
 753|20 02 39.493|  0.270|-27 42 35.40|   1.66| 4.58|M3|CD-2816355|188844|189763|
1524|20 04 08.319|  0.108|+07 16 40.58|   1.13| 5.52|K0|BD+06 4416|125403|190327|
 755|20 07 23.153| -0.154|-52 52 50.89|   0.81| 4.94|M0|CP-53 9794|246443|190421|
 754|20 08 43.581| 19.933|-66 10 55.45|-113.14| 3.56|G5|CP-66 3474|254733|190248|
 759|20 08 53.334|  0.351|+77 42 41.04|   2.43| 4.39|B9|BD+77  764|  9665|192907|
1525|20 09 25.623|  0.041|+36 50 22.66|   1.37| 4.93|B2|BD+36 3907| 69518|191610|
 756|20 11 18.287|  0.256|-00 49 17.30|   0.44| 3.23|A0|BD-01 3911|144150|191692|
 758|20 13 23.869|  0.758|+56 34 03.87|   8.32| 4.30|A3|BD+56 2376| 32378|192696|
 757|20 13 37.904|  0.043|+46 44 28.87|   0.26| 3.79|K0|BD+46 2882| 49337|192577|V695 CYG
1526|20 14 16.627|  0.397|+15 11 51.25|   5.71| 4.95|A0|BD+14 4227|105878|192425|
 760|20 16 47.088|  0.116|+24 40 15.90|  -1.80| 5.32|K0|BD+24 4075| 88451|192944|
1527|20 17 38.871|  0.155|-12 30 29.50|   0.13| 4.24|G0|BD-12 5685|163422|192876|
1529|20 18 01.399|  0.253|-21 48 35.94|  -2.40| 5.87|K0|SD-22 5384|189114|192879|
 761|20 18 03.262|  0.436|-12 32 41.43|   0.38| 3.57|G5|BD-12 5685|163427|192947|ALGEDI
1528|20 18 55.968|  0.122|-47 42 38.81|  -0.45| 6.29|M0|CD-4813509|230144|192827|
1530|20 20 51.896|  0.322|-35 40 25.39|   1.79| 6.46|K2|CD-3614057|212025|193302|
 762|20 21 00.673|  0.291|-14 46 52.99|   0.16| 3.08|G0|BD-15 5629|163481|193495|DABIH
 765|20 22 13.704|  0.035|+40 15 24.14|   0.03| 2.20|F8|BD+39 4159| 49528|194093|SADR
 763|20 22 27.510|  0.324|-42 02 58.58|  -9.01| 5.59|A0|CD-4214836|230177|193571|
1531|20 23 10.695| -0.175|+05 20 34.70|  -3.93| 5.31|K0|BD+04 4434|125747|194013|
1532|20 25 26.836|  0.105|-28 39 47.70|   0.74| 5.85|K0|CD-2917049|189264|194215|
 764|20 25 38.852|  0.082|-56 44 06.38|  -8.91| 1.94|B3|CP-57 9674|246574|193924|PEACOCK
1535|20 29 20.396|  0.030|+36 27 17.11|  -0.08| 5.88|A0|BD+35 4141| 70096|195324|
1534|20 29 23.736|  0.054|+30 22 06.84|   0.04| 4.01|F5|BD+29 4057| 70095|195295|
 767|20 29 34.883|  0.650|+62 59 38.73|  -1.33| 4.22|A5|BD+62 1821| 18897|195725|
1533|20 29 39.003|  0.484|-02 53 07.86|  -2.09| 4.91|K0|SD-03 4918|144495|195135|
1538|20 30 00.704| -0.056|+72 31 54.19|  -2.17| 6.27|K2|BD+72  957|  9793|196142|
 770|20 31 30.417|  0.137|+74 57 16.66|  -1.55| 5.20|A2|BD+74  872|  9802|196502|AF DRA
1536|20 32 23.697|  2.083|-09 51 12.27|  10.42| 5.65|G5|BD-10 5423|163665|195564|
 768|20 33 12.781|  0.086|+11 18 11.81|  -2.17| 4.03|B5|BD+10 4321|106230|195810|
1537|20 33 59.931|  0.039|+04 53 55.16|  -0.91| 6.41|K0|BD+04 4486|125961|195909|
 769|20 37 34.044|  0.518|-47 17 29.41|   6.56| 3.11|K0|CD-4713477|230300|196171|
1539|20 38 31.332|  0.509|+21 12 04.36|   0.51| 4.82|A0|BD+20 4658| 88944|196724|
 772|20 39 07.783|  2.173|+10 05 10.41|   2.25| 5.05|G5|BD+09 4600|126059|196755|
 774|20 39 38.293|  0.455|+15 54 43.29|  -0.23| 3.77|B8|BD+15 4222|106357|196867|
 773|20 40 02.950| -0.152|-18 08 19.20|  -2.10| 5.16|M0|BD-18 5738|163779|196777|
1540|20 40 19.837|  0.193|-33 25 54.68|   3.59| 5.47|K2|CD-3315119|212333|196737|
 777|20 41 25.917|  0.027|+45 16 49.31|   0.23| 1.25|A2|BD+44 3541| 49941|197345|DENEB
1668|20 42 33.714|  3.622|-84 24 25.67|  -2.58| 6.87|A0|CP-84 4484|258866|194149|
 915|20 42 35.201|  1.465|+82 31 52.33|   2.34| 5.75|A0|BD+81  718|  3458|199095|
 778|20 43 27.538| -0.133|+15 04 28.42|  -4.33| 4.43|A5|BD+14 4403|106425|197461|
 776|20 44 02.341|  1.707|-51 55 15.78|  -5.83| 4.51|F0|CP-5211752|246709|197157|
 775|20 44 57.470| -0.757|-66 12 11.44|   1.15| 3.42|A5|CP-66 3501|254862|197051|
 783|20 45 17.379|  1.229|+61 50 19.65|  81.85| 3.43|K0|BD+61 2050| 19019|198149|
 782|20 45 21.121| -0.791|+57 34 47.06| -23.65| 4.51|G0|BD+57 2240| 32862|198084|
 779|20 46 05.742| -0.367|-25 16 15.28| -15.70| 4.14|F8|CD-2515018|189664|197692|
 780|20 46 12.684|  2.861|+33 58 12.92|  32.79| 2.46|K0|BD+33 4018| 70474|197989|
1544|20 46 21.203| -0.899|+52 59 43.09| -10.30| 6.33|K0|BD+52 2799| 32877|198181|
1541|20 46 39.499| -0.219|+16 07 27.43| -19.70| 4.27|G5|BD+15 4255|106476|197964|
 781|20 47 40.559|  0.235|-09 29 44.74|  -3.43| 3.77|A0|BD-10 5506|144810|198001|ALBALI
1543|20 47 44.243|  0.018|-05 01 39.75|  -3.98| 4.42|M0|SD-05 5378|144814|198026|
1542|20 48 29.160|  1.715|-43 59 18.64| -10.59| 5.11|F0|CD-4414145|230379|197937|
1545|20 49 17.239| -0.172|-00 33 47.95|  -2.41| 6.40|M3|BD-01 4057|144841|198272|
1546|20 51 49.300| -0.047|-26 55 08.92|  -0.10| 4.11|M0|CD-2715082|189781|198542|
1547|20 52 39.237|  0.299|-08 58 59.93|  -3.03| 4.73|A3|SD-09 5598|144895|198743|
 786|20 54 33.637| -0.003|+28 03 27.47|  -0.16| 5.01|K5|BD+27 3911| 89272|199169|
 785|20 54 48.583|  0.211|-58 27 15.01|  -2.57| 3.65|K0|CP-58 7788|246784|198700|
 788|20 57 10.418|  0.109|+41 10 01.88|  -1.56| 3.94|A0|BD+40 4364| 50274|199629|
1548|20 57 40.649|  0.369|-16 01 53.61|   0.13| 5.87|A3|BD-16 5741|164013|199443|
1549|20 58 16.351| -0.021|+22 19 33.27|  -0.35| 5.31|K5|BD+21 4424| 89332|199697|
1551|20 59 49.553|  0.056|+47 31 15.54|   0.17| 4.74|B0|BD+46 3133| 50335|200120|V832 CYG
 789|21 00 33.843|  0.340|-04 43 48.88| -13.71| 6.21|G0|SD-05 5433|145022|199960|
1550|21 01 17.465| -0.016|-32 15 27.93|   0.54| 4.67|G5|CD-3216353|212636|199951|
 790|21 02 57.951| -0.236|-38 37 53.54| -11.14| 5.31|F0|CD-3914089|212666|200163|
 787|21 04 42.984|  0.173|-77 01 25.52| -36.87| 5.15|F2|CP-77 1474|257879|199532|
 792|21 04 55.864|  0.078|+43 55 40.28|   0.11| 3.72|K5|BD+43 3800| 50424|200905|
 795|21 05 29.287|  0.634|+78 07 35.02|   2.93| 5.91|B9|BD+77  800|  9959|201908|
1552|21 05 56.834|  0.578|-17 13 58.22|  -6.02| 4.07|A0|BD-17 6174|164132|200761|
1553|21 06 33.427|  0.093|-00 06 18.13|   0.14| 6.91|K2|BD-00 4163|145101|200932|
 793|21 06 54.592| 35.350|+38 44 44.99| 320.26| 5.21|K5|BD+38 4343| 70919|201091|
 791|21 07 07.682| -0.170|-25 00 21.04|  -4.33| 4.50|M0|CD-2515235|190025|200914|
 923|21 08 46.202|  8.490|-88 57 23.38|   0.47| 5.47|F0|CP-89   47|258857|177482|
 794|21 09 35.654|  0.647|-11 22 18.12|  -1.51| 4.51|K0|BD-11 5538|164182|201381|
1555|21 10 20.518|  0.383|+10 07 53.57| -15.33| 4.69|F0|BD+09 4732|126593|201601|
 797|21 12 56.185|  0.005|+30 13 37.06|  -5.57| 3.20|K0|BD+29 4348| 71070|202109|
1556|21 13 17.341|  0.742|-27 37 09.69| -11.63| 5.42|K5|CD-2817178|190129|201901|
1554|21 13 20.485|  0.786|-70 07 34.80|  -2.45| 5.02|M0|CP-70 2835|257896|201371|
 796|21 15 45.859|  0.391|-53 15 47.22|  -1.75| 5.75|A5|CP-5310015|246929|202103|
 800|21 15 49.439|  0.394|+05 14 52.25|  -8.76| 3.92|F8|BD+04 4635|126662|202447|KITALPHA
1558|21 17 24.953|  0.009|+39 23 40.87|  -0.33| 4.23|A0|BD+38 4431| 71165|202850|
1557|21 17 52.543| -0.205|-48 43 05.71|  -8.64| 6.54|K0|CD-4913412|230614|202501|
1559|21 17 55.078|  0.115|+34 53 48.68|  -0.22| 4.43|B3|BD+34 4371| 71173|202904|
 801|21 17 56.295|  0.459|-32 10 21.27|  -2.64| 4.71|A0|CD-3216498|212874|202627|
 803|21 18 34.769|  2.181|+62 35 08.08|   4.94| 2.44|A5|BD+61 2111| 19302|203280|ALDERAMIN
1560|21 19 40.774|  0.097|+53 03 29.23|  -0.03| 6.80|K2|BD+52 2913| 33323|203320|
